Year,ISO_Code,Temperature,Humidity,Wind_Speed,Solar_Radiation,Temp_Lag1,Humidity_Lag1,Wind_Lag1,Solar_Lag1,Temp_Lag2,Humidity_Lag2,Wind_Lag2,Solar_Lag2,Temp_Lag3,Humidity_Lag3,Wind_Lag3,Solar_Lag3,Temp_Lag4,Humidity_Lag4,Wind_Lag4,Solar_Lag4,Temp_Lag5,Humidity_Lag5,Wind_Lag5,Solar_Lag5
2000,COG,24.74407104,79.99666667,2.153360656,4.492129508,24.72336986,80.42824658,2.08490411,4.466693699,25.87630137,74.79747945,2.128027397,4.631463014,24.7129589,81.33624658,2.112136986,4.531417808,24.2134153,81.83628415,2.100218579,4.577893716,24.42887671,83.58183562,1.906794521,4.590313973
2001,COG,24.41271233,81.59515068,2.207287671,4.66409589,24.74407104,79.99666667,2.153360656,4.492129508,24.72336986,80.42824658,2.08490411,4.466693699,25.87630137,74.79747945,2.128027397,4.631463014,24.7129589,81.33624658,2.112136986,4.531417808,24.2134153,81.83628415,2.100218579,4.577893716
2002,COG,25.03991781,79.60073973,1.977260274,4.510610137,24.41271233,81.59515068,2.207287671,4.66409589,24.74407104,79.99666667,2.153360656,4.492129508,24.72336986,80.42824658,2.08490411,4.466693699,25.87630137,74.79747945,2.128027397,4.631463014,24.7129589,81.33624658,2.112136986,4.531417808
2003,COG,24.79575342,82.97227397,2.046493151,4.470828219,25.03991781,79.60073973,1.977260274,4.510610137,24.41271233,81.59515068,2.207287671,4.66409589,24.74407104,79.99666667,2.153360656,4.492129508,24.72336986,80.42824658,2.08490411,4.466693699,25.87630137,74.79747945,2.128027397,4.631463014
2004,COG,25.47896175,76.82508197,2.081311475,4.491946175,24.79575342,82.97227397,2.046493151,4.470828219,25.03991781,79.60073973,1.977260274,4.510610137,24.41271233,81.59515068,2.207287671,4.66409589,24.74407104,79.99666667,2.153360656,4.492129508,24.72336986,80.42824658,2.08490411,4.466693699
2005,COG,26.01057534,74.02561644,2.236849315,4.50892411,25.47896175,76.82508197,2.081311475,4.491946175,24.79575342,82.97227397,2.046493151,4.470828219,25.03991781,79.60073973,1.977260274,4.510610137,24.41271233,81.59515068,2.207287671,4.66409589,24.74407104,79.99666667,2.153360656,4.492129508
2006,COG,25.37715068,77.84627397,2.124465753,4.548201644,26.01057534,74.02561644,2.236849315,4.50892411,25.47896175,76.82508197,2.081311475,4.491946175,24.79575342,82.97227397,2.046493151,4.470828219,25.03991781,79.60073973,1.977260274,4.510610137,24.41271233,81.59515068,2.207287671,4.66409589
2007,COG,25.11027397,79.72720548,2.009945205,4.511243836,25.37715068,77.84627397,2.124465753,4.548201644,26.01057534,74.02561644,2.236849315,4.50892411,25.47896175,76.82508197,2.081311475,4.491946175,24.79575342,82.97227397,2.046493151,4.470828219,25.03991781,79.60073973,1.977260274,4.510610137
2008,COG,25.42786885,75.14909836,1.785081967,4.500187705,25.11027397,79.72720548,2.009945205,4.511243836,25.37715068,77.84627397,2.124465753,4.548201644,26.01057534,74.02561644,2.236849315,4.50892411,25.47896175,76.82508197,2.081311475,4.491946175,24.79575342,82.97227397,2.046493151,4.470828219
2009,COG,25.06816438,80.71293151,1.74909589,4.399305753,25.42786885,75.14909836,1.785081967,4.500187705,25.11027397,79.72720548,2.009945205,4.511243836,25.37715068,77.84627397,2.124465753,4.548201644,26.01057534,74.02561644,2.236849315,4.50892411,25.47896175,76.82508197,2.081311475,4.491946175
2010,COG,25.00493151,80.22884932,1.991232877,4.620241096,25.06816438,80.71293151,1.74909589,4.399305753,25.42786885,75.14909836,1.785081967,4.500187705,25.11027397,79.72720548,2.009945205,4.511243836,25.37715068,77.84627397,2.124465753,4.548201644,26.01057534,74.02561644,2.236849315,4.50892411
2011,COG,24.7589589,80.01263014,1.982164384,4.448361644,25.00493151,80.22884932,1.991232877,4.620241096,25.06816438,80.71293151,1.74909589,4.399305753,25.42786885,75.14909836,1.785081967,4.500187705,25.11027397,79.72720548,2.009945205,4.511243836,25.37715068,77.84627397,2.124465753,4.548201644
2012,COG,24.59387978,81.54172131,1.856502732,4.338220765,24.7589589,80.01263014,1.982164384,4.448361644,25.00493151,80.22884932,1.991232877,4.620241096,25.06816438,80.71293151,1.74909589,4.399305753,25.42786885,75.14909836,1.785081967,4.500187705,25.11027397,79.72720548,2.009945205,4.511243836
2013,COG,24.70276712,80.75421918,1.883178082,4.540941096,24.59387978,81.54172131,1.856502732,4.338220765,24.7589589,80.01263014,1.982164384,4.448361644,25.00493151,80.22884932,1.991232877,4.620241096,25.06816438,80.71293151,1.74909589,4.399305753,25.42786885,75.14909836,1.785081967,4.500187705
2014,COG,24.7399726,81.5070137,1.932493151,4.42017726,24.70276712,80.75421918,1.883178082,4.540941096,24.59387978,81.54172131,1.856502732,4.338220765,24.7589589,80.01263014,1.982164384,4.448361644,25.00493151,80.22884932,1.991232877,4.620241096,25.06816438,80.71293151,1.74909589,4.399305753
2015,COG,25.58273973,76.21556164,1.994109589,4.391273151,24.7399726,81.5070137,1.932493151,4.42017726,24.70276712,80.75421918,1.883178082,4.540941096,24.59387978,81.54172131,1.856502732,4.338220765,24.7589589,80.01263014,1.982164384,4.448361644,25.00493151,80.22884932,1.991232877,4.620241096
2016,COG,25.18112022,81.10877049,2.001010929,4.528027322,25.58273973,76.21556164,1.994109589,4.391273151,24.7399726,81.5070137,1.932493151,4.42017726,24.70276712,80.75421918,1.883178082,4.540941096,24.59387978,81.54172131,1.856502732,4.338220765,24.7589589,80.01263014,1.982164384,4.448361644
2017,COG,24.85243836,82.36463014,1.922958904,4.433872877,25.18112022,81.10877049,2.001010929,4.528027322,25.58273973,76.21556164,1.994109589,4.391273151,24.7399726,81.5070137,1.932493151,4.42017726,24.70276712,80.75421918,1.883178082,4.540941096,24.59387978,81.54172131,1.856502732,4.338220765
2018,COG,24.72082192,82.16712329,1.856684932,4.65815589,24.85243836,82.36463014,1.922958904,4.433872877,25.18112022,81.10877049,2.001010929,4.528027322,25.58273973,76.21556164,1.994109589,4.391273151,24.7399726,81.5070137,1.932493151,4.42017726,24.70276712,80.75421918,1.883178082,4.540941096
2019,COG,25.39657534,78.61578082,1.797150685,4.568855342,24.72082192,82.16712329,1.856684932,4.65815589,24.85243836,82.36463014,1.922958904,4.433872877,25.18112022,81.10877049,2.001010929,4.528027322,25.58273973,76.21556164,1.994109589,4.391273151,24.7399726,81.5070137,1.932493151,4.42017726
2020,COG,24.79030055,83.29382514,1.909480874,4.430094809,25.39657534,78.61578082,1.797150685,4.568855342,24.72082192,82.16712329,1.856684932,4.65815589,24.85243836,82.36463014,1.922958904,4.433872877,25.18112022,81.10877049,2.001010929,4.528027322,25.58273973,76.21556164,1.994109589,4.391273151
2021,COG,24.85463014,81.38421918,1.827753425,4.457570685,24.79030055,83.29382514,1.909480874,4.430094809,25.39657534,78.61578082,1.797150685,4.568855342,24.72082192,82.16712329,1.856684932,4.65815589,24.85243836,82.36463014,1.922958904,4.433872877,25.18112022,81.10877049,2.001010929,4.528027322
2022,COG,24.66183562,81.42871233,1.943534247,4.465851781,24.85463014,81.38421918,1.827753425,4.457570685,24.79030055,83.29382514,1.909480874,4.430094809,25.39657534,78.61578082,1.797150685,4.568855342,24.72082192,82.16712329,1.856684932,4.65815589,24.85243836,82.36463014,1.922958904,4.433872877
2023,COG,25.08369863,81.96772603,1.968712329,4.40599863,24.66183562,81.42871233,1.943534247,4.465851781,24.85463014,81.38421918,1.827753425,4.457570685,24.79030055,83.29382514,1.909480874,4.430094809,25.39657534,78.61578082,1.797150685,4.568855342,24.72082192,82.16712329,1.856684932,4.65815589
2024,COG,25.91991803,77.32983607,2.132650273,4.536062022,25.08369863,81.96772603,1.968712329,4.40599863,24.66183562,81.42871233,1.943534247,4.465851781,24.85463014,81.38421918,1.827753425,4.457570685,24.79030055,83.29382514,1.909480874,4.430094809,25.39657534,78.61578082,1.797150685,4.568855342
1995,COL,18.04591781,81.45224658,1.622027397,4.715071507,17.97117808,81.50186301,1.68969863,4.593791233,18.08254795,80.79671233,1.667753425,4.638945205,18.44051913,78.70101093,1.844754098,4.644476503,18.12769863,80.7149589,1.754438356,4.753262192,18.12652055,81.13479452,1.732383562,4.594633425
1996,COL,17.95387978,82.09459016,1.551612022,4.666837432,18.04591781,81.45224658,1.622027397,4.715071507,17.97117808,81.50186301,1.68969863,4.593791233,18.08254795,80.79671233,1.667753425,4.638945205,18.44051913,78.70101093,1.844754098,4.644476503,18.12769863,80.7149589,1.754438356,4.753262192
1997,COL,18.46052055,80.36610959,1.97890411,4.807933699,17.95387978,82.09459016,1.551612022,4.666837432,18.04591781,81.45224658,1.622027397,4.715071507,17.97117808,81.50186301,1.68969863,4.593791233,18.08254795,80.79671233,1.667753425,4.638945205,18.44051913,78.70101093,1.844754098,4.644476503
1998,COL,18.94646575,79.13558904,1.732547945,4.677910685,18.46052055,80.36610959,1.97890411,4.807933699,17.95387978,82.09459016,1.551612022,4.666837432,18.04591781,81.45224658,1.622027397,4.715071507,17.97117808,81.50186301,1.68969863,4.593791233,18.08254795,80.79671233,1.667753425,4.638945205
1999,COL,17.69794521,82.49123288,1.561342466,4.556433973,18.94646575,79.13558904,1.732547945,4.677910685,18.46052055,80.36610959,1.97890411,4.807933699,17.95387978,82.09459016,1.551612022,4.666837432,18.04591781,81.45224658,1.622027397,4.715071507,17.97117808,81.50186301,1.68969863,4.593791233
2000,COL,17.82775956,80.32909836,1.753469945,4.523660109,17.69794521,82.49123288,1.561342466,4.556433973,18.94646575,79.13558904,1.732547945,4.677910685,18.46052055,80.36610959,1.97890411,4.807933699,17.95387978,82.09459016,1.551612022,4.666837432,18.04591781,81.45224658,1.622027397,4.715071507
2001,COL,18.51994521,76.12556164,1.90290411,4.561858904,17.82775956,80.32909836,1.753469945,4.523660109,17.69794521,82.49123288,1.561342466,4.556433973,18.94646575,79.13558904,1.732547945,4.677910685,18.46052055,80.36610959,1.97890411,4.807933699,17.95387978,82.09459016,1.551612022,4.666837432
2002,COL,18.71079452,75.94391781,2.022876712,4.711524384,18.51994521,76.12556164,1.90290411,4.561858904,17.82775956,80.32909836,1.753469945,4.523660109,17.69794521,82.49123288,1.561342466,4.556433973,18.94646575,79.13558904,1.732547945,4.677910685,18.46052055,80.36610959,1.97890411,4.807933699
2003,COL,19.00868493,74.98345205,1.831917808,4.58167863,18.71079452,75.94391781,2.022876712,4.711524384,18.51994521,76.12556164,1.90290411,4.561858904,17.82775956,80.32909836,1.753469945,4.523660109,17.69794521,82.49123288,1.561342466,4.556433973,18.94646575,79.13558904,1.732547945,4.677910685
2004,COL,18.62136612,76.64387978,1.924234973,4.703005191,19.00868493,74.98345205,1.831917808,4.58167863,18.71079452,75.94391781,2.022876712,4.711524384,18.51994521,76.12556164,1.90290411,4.561858904,17.82775956,80.32909836,1.753469945,4.523660109,17.69794521,82.49123288,1.561342466,4.556433973
2005,COL,19.15416438,74.66764384,1.854630137,4.633068219,18.62136612,76.64387978,1.924234973,4.703005191,19.00868493,74.98345205,1.831917808,4.58167863,18.71079452,75.94391781,2.022876712,4.711524384,18.51994521,76.12556164,1.90290411,4.561858904,17.82775956,80.32909836,1.753469945,4.523660109
2006,COL,18.9750137,74.51093151,1.873945205,4.561550411,19.15416438,74.66764384,1.854630137,4.633068219,18.62136612,76.64387978,1.924234973,4.703005191,19.00868493,74.98345205,1.831917808,4.58167863,18.71079452,75.94391781,2.022876712,4.711524384,18.51994521,76.12556164,1.90290411,4.561858904
2007,COL,19.05926027,72.54638356,1.842054795,4.661916438,18.9750137,74.51093151,1.873945205,4.561550411,19.15416438,74.66764384,1.854630137,4.633068219,18.62136612,76.64387978,1.924234973,4.703005191,19.00868493,74.98345205,1.831917808,4.58167863,18.71079452,75.94391781,2.022876712,4.711524384
2008,COL,19.33092896,70.1647541,1.677240437,4.595672678,19.05926027,72.54638356,1.842054795,4.661916438,18.9750137,74.51093151,1.873945205,4.561550411,19.15416438,74.66764384,1.854630137,4.633068219,18.62136612,76.64387978,1.924234973,4.703005191,19.00868493,74.98345205,1.831917808,4.58167863
2009,COL,19.28243836,73.14991781,1.844383562,4.634520822,19.33092896,70.1647541,1.677240437,4.595672678,19.05926027,72.54638356,1.842054795,4.661916438,18.9750137,74.51093151,1.873945205,4.561550411,19.15416438,74.66764384,1.854630137,4.633068219,18.62136612,76.64387978,1.924234973,4.703005191
2010,COL,18.92931507,77.0669863,1.612794521,4.579189041,19.28243836,73.14991781,1.844383562,4.634520822,19.33092896,70.1647541,1.677240437,4.595672678,19.05926027,72.54638356,1.842054795,4.661916438,18.9750137,74.51093151,1.873945205,4.561550411,19.15416438,74.66764384,1.854630137,4.633068219
2011,COL,17.89909589,82.67117808,1.641205479,4.597173425,18.92931507,77.0669863,1.612794521,4.579189041,19.28243836,73.14991781,1.844383562,4.634520822,19.33092896,70.1647541,1.677240437,4.595672678,19.05926027,72.54638356,1.842054795,4.661916438,18.9750137,74.51093151,1.873945205,4.561550411
2012,COL,18.08491803,81.35846995,1.780710383,4.631930874,17.89909589,82.67117808,1.641205479,4.597173425,18.92931507,77.0669863,1.612794521,4.579189041,19.28243836,73.14991781,1.844383562,4.634520822,19.33092896,70.1647541,1.677240437,4.595672678,19.05926027,72.54638356,1.842054795,4.661916438
2013,COL,18.41517808,80.97221918,1.716164384,4.620924658,18.08491803,81.35846995,1.780710383,4.631930874,17.89909589,82.67117808,1.641205479,4.597173425,18.92931507,77.0669863,1.612794521,4.579189041,19.28243836,73.14991781,1.844383562,4.634520822,19.33092896,70.1647541,1.677240437,4.595672678
2014,COL,18.48342466,80.55484932,1.83030137,4.62818274,18.41517808,80.97221918,1.716164384,4.620924658,18.08491803,81.35846995,1.780710383,4.631930874,17.89909589,82.67117808,1.641205479,4.597173425,18.92931507,77.0669863,1.612794521,4.579189041,19.28243836,73.14991781,1.844383562,4.634520822
2015,COL,19.04380822,75.66819178,2.154465753,4.666667397,18.48342466,80.55484932,1.83030137,4.62818274,18.41517808,80.97221918,1.716164384,4.620924658,18.08491803,81.35846995,1.780710383,4.631930874,17.89909589,82.67117808,1.641205479,4.597173425,18.92931507,77.0669863,1.612794521,4.579189041
2016,COL,19.41415301,75.23568306,1.746202186,4.644080874,19.04380822,75.66819178,2.154465753,4.666667397,18.48342466,80.55484932,1.83030137,4.62818274,18.41517808,80.97221918,1.716164384,4.620924658,18.08491803,81.35846995,1.780710383,4.631930874,17.89909589,82.67117808,1.641205479,4.597173425
2017,COL,18.50942466,80.85,1.623452055,4.656650137,19.41415301,75.23568306,1.746202186,4.644080874,19.04380822,75.66819178,2.154465753,4.666667397,18.48342466,80.55484932,1.83030137,4.62818274,18.41517808,80.97221918,1.716164384,4.620924658,18.08491803,81.35846995,1.780710383,4.631930874
2018,COL,18.28578082,80.88205479,1.778493151,4.719296712,18.50942466,80.85,1.623452055,4.656650137,19.41415301,75.23568306,1.746202186,4.644080874,19.04380822,75.66819178,2.154465753,4.666667397,18.48342466,80.55484932,1.83030137,4.62818274,18.41517808,80.97221918,1.716164384,4.620924658
2019,COL,18.75972603,80.67065753,1.767205479,4.61877863,18.28578082,80.88205479,1.778493151,4.719296712,18.50942466,80.85,1.623452055,4.656650137,19.41415301,75.23568306,1.746202186,4.644080874,19.04380822,75.66819178,2.154465753,4.666667397,18.48342466,80.55484932,1.83030137,4.62818274
2020,COL,19.03969945,77.94180328,1.801038251,4.77183306,18.75972603,80.67065753,1.767205479,4.61877863,18.28578082,80.88205479,1.778493151,4.719296712,18.50942466,80.85,1.623452055,4.656650137,19.41415301,75.23568306,1.746202186,4.644080874,19.04380822,75.66819178,2.154465753,4.666667397
2021,COL,19.11778082,76.37723288,1.720876712,4.719585479,19.03969945,77.94180328,1.801038251,4.77183306,18.75972603,80.67065753,1.767205479,4.61877863,18.28578082,80.88205479,1.778493151,4.719296712,18.50942466,80.85,1.623452055,4.656650137,19.41415301,75.23568306,1.746202186,4.644080874
2022,COL,18.53131507,80.08526027,1.610547945,4.566362466,19.11778082,76.37723288,1.720876712,4.719585479,19.03969945,77.94180328,1.801038251,4.77183306,18.75972603,80.67065753,1.767205479,4.61877863,18.28578082,80.88205479,1.778493151,4.719296712,18.50942466,80.85,1.623452055,4.656650137
2023,COL,18.87035616,80.23454795,1.882410959,4.693225205,18.53131507,80.08526027,1.610547945,4.566362466,19.11778082,76.37723288,1.720876712,4.719585479,19.03969945,77.94180328,1.801038251,4.77183306,18.75972603,80.67065753,1.767205479,4.61877863,18.28578082,80.88205479,1.778493151,4.719296712
2024,COL,19.66961749,77.74497268,1.876775956,4.752398907,18.87035616,80.23454795,1.882410959,4.693225205,18.53131507,80.08526027,1.610547945,4.566362466,19.11778082,76.37723288,1.720876712,4.719585479,19.03969945,77.94180328,1.801038251,4.77183306,18.75972603,80.67065753,1.767205479,4.61877863
1995,COM,26.46528767,76.06019178,4.585589041,5.793634795,26.4100274,77.46063014,4.860246575,5.637478356,26.32479452,75.96687671,4.527205479,5.695038356,26.47101093,75.50139344,4.601502732,5.78043388,26.48569863,76.72443836,4.335506849,5.400733973,26.56950685,75.95191781,4.356328767,5.76262137
1996,COM,26.27759563,76.3465847,4.522923497,5.682027596,26.46528767,76.06019178,4.585589041,5.793634795,26.4100274,77.46063014,4.860246575,5.637478356,26.32479452,75.96687671,4.527205479,5.695038356,26.47101093,75.50139344,4.601502732,5.78043388,26.48569863,76.72443836,4.335506849,5.400733973
1997,COM,26.52082192,76.71789041,4.593479452,5.699671781,26.27759563,76.3465847,4.522923497,5.682027596,26.46528767,76.06019178,4.585589041,5.793634795,26.4100274,77.46063014,4.860246575,5.637478356,26.32479452,75.96687671,4.527205479,5.695038356,26.47101093,75.50139344,4.601502732,5.78043388
1998,COM,26.91465753,76.26246575,4.876493151,5.84690411,26.52082192,76.71789041,4.593479452,5.699671781,26.27759563,76.3465847,4.522923497,5.682027596,26.46528767,76.06019178,4.585589041,5.793634795,26.4100274,77.46063014,4.860246575,5.637478356,26.32479452,75.96687671,4.527205479,5.695038356
1999,COM,26.44643836,76.23928767,4.43460274,5.855216438,26.91465753,76.26246575,4.876493151,5.84690411,26.52082192,76.71789041,4.593479452,5.699671781,26.27759563,76.3465847,4.522923497,5.682027596,26.46528767,76.06019178,4.585589041,5.793634795,26.4100274,77.46063014,4.860246575,5.637478356
2000,COM,26.41920765,76.33784153,4.50431694,5.838637705,26.44643836,76.23928767,4.43460274,5.855216438,26.91465753,76.26246575,4.876493151,5.84690411,26.52082192,76.71789041,4.593479452,5.699671781,26.27759563,76.3465847,4.522923497,5.682027596,26.46528767,76.06019178,4.585589041,5.793634795
2001,COM,26.51419178,76.33652055,4.754767123,5.849696986,26.41920765,76.33784153,4.50431694,5.838637705,26.44643836,76.23928767,4.43460274,5.855216438,26.91465753,76.26246575,4.876493151,5.84690411,26.52082192,76.71789041,4.593479452,5.699671781,26.27759563,76.3465847,4.522923497,5.682027596
2002,COM,26.75643836,76.64684932,4.420273973,5.756741644,26.51419178,76.33652055,4.754767123,5.849696986,26.41920765,76.33784153,4.50431694,5.838637705,26.44643836,76.23928767,4.43460274,5.855216438,26.91465753,76.26246575,4.876493151,5.84690411,26.52082192,76.71789041,4.593479452,5.699671781
2003,COM,26.84013699,76.57556164,4.846958904,5.943481644,26.75643836,76.64684932,4.420273973,5.756741644,26.51419178,76.33652055,4.754767123,5.849696986,26.41920765,76.33784153,4.50431694,5.838637705,26.44643836,76.23928767,4.43460274,5.855216438,26.91465753,76.26246575,4.876493151,5.84690411
2004,COM,26.72543716,76.67953552,4.67510929,5.808372404,26.84013699,76.57556164,4.846958904,5.943481644,26.75643836,76.64684932,4.420273973,5.756741644,26.51419178,76.33652055,4.754767123,5.849696986,26.41920765,76.33784153,4.50431694,5.838637705,26.44643836,76.23928767,4.43460274,5.855216438
2005,COM,26.91865753,75.91457534,4.564657534,5.886122192,26.72543716,76.67953552,4.67510929,5.808372404,26.84013699,76.57556164,4.846958904,5.943481644,26.75643836,76.64684932,4.420273973,5.756741644,26.51419178,76.33652055,4.754767123,5.849696986,26.41920765,76.33784153,4.50431694,5.838637705
2006,COM,26.58457534,77.92008219,4.51539726,5.660529863,26.91865753,75.91457534,4.564657534,5.886122192,26.72543716,76.67953552,4.67510929,5.808372404,26.84013699,76.57556164,4.846958904,5.943481644,26.75643836,76.64684932,4.420273973,5.756741644,26.51419178,76.33652055,4.754767123,5.849696986
2007,COM,26.86517808,76.58693151,4.542164384,5.912162466,26.58457534,77.92008219,4.51539726,5.660529863,26.91865753,75.91457534,4.564657534,5.886122192,26.72543716,76.67953552,4.67510929,5.808372404,26.84013699,76.57556164,4.846958904,5.943481644,26.75643836,76.64684932,4.420273973,5.756741644
2008,COM,26.45693989,77.5215847,4.49273224,5.763838798,26.86517808,76.58693151,4.542164384,5.912162466,26.58457534,77.92008219,4.51539726,5.660529863,26.91865753,75.91457534,4.564657534,5.886122192,26.72543716,76.67953552,4.67510929,5.808372404,26.84013699,76.57556164,4.846958904,5.943481644
2009,COM,26.83663014,76.53353425,4.43490411,5.948543836,26.45693989,77.5215847,4.49273224,5.763838798,26.86517808,76.58693151,4.542164384,5.912162466,26.58457534,77.92008219,4.51539726,5.660529863,26.91865753,75.91457534,4.564657534,5.886122192,26.72543716,76.67953552,4.67510929,5.808372404
2010,COM,26.96252055,76.256,4.57169863,5.916367123,26.83663014,76.53353425,4.43490411,5.948543836,26.45693989,77.5215847,4.49273224,5.763838798,26.86517808,76.58693151,4.542164384,5.912162466,26.58457534,77.92008219,4.51539726,5.660529863,26.91865753,75.91457534,4.564657534,5.886122192
2011,COM,26.80331507,76.80131507,4.316630137,5.741270137,26.96252055,76.256,4.57169863,5.916367123,26.83663014,76.53353425,4.43490411,5.948543836,26.45693989,77.5215847,4.49273224,5.763838798,26.86517808,76.58693151,4.542164384,5.912162466,26.58457534,77.92008219,4.51539726,5.660529863
2012,COM,26.67945355,76.9913388,4.568005464,5.705463661,26.80331507,76.80131507,4.316630137,5.741270137,26.96252055,76.256,4.57169863,5.916367123,26.83663014,76.53353425,4.43490411,5.948543836,26.45693989,77.5215847,4.49273224,5.763838798,26.86517808,76.58693151,4.542164384,5.912162466
2013,COM,26.83115068,76.17386301,4.280684932,5.836099726,26.67945355,76.9913388,4.568005464,5.705463661,26.80331507,76.80131507,4.316630137,5.741270137,26.96252055,76.256,4.57169863,5.916367123,26.83663014,76.53353425,4.43490411,5.948543836,26.45693989,77.5215847,4.49273224,5.763838798
2014,COM,26.89512329,76.21920548,4.567260274,5.814990959,26.83115068,76.17386301,4.280684932,5.836099726,26.67945355,76.9913388,4.568005464,5.705463661,26.80331507,76.80131507,4.316630137,5.741270137,26.96252055,76.256,4.57169863,5.916367123,26.83663014,76.53353425,4.43490411,5.948543836
2015,COM,27.04756164,76.26791781,4.720575342,5.772502466,26.89512329,76.21920548,4.567260274,5.814990959,26.83115068,76.17386301,4.280684932,5.836099726,26.67945355,76.9913388,4.568005464,5.705463661,26.80331507,76.80131507,4.316630137,5.741270137,26.96252055,76.256,4.57169863,5.916367123
2016,COM,26.8836612,76.11595628,4.556530055,5.79994153,27.04756164,76.26791781,4.720575342,5.772502466,26.89512329,76.21920548,4.567260274,5.814990959,26.83115068,76.17386301,4.280684932,5.836099726,26.67945355,76.9913388,4.568005464,5.705463661,26.80331507,76.80131507,4.316630137,5.741270137
2017,COM,27.05605479,76.80843836,4.289917808,5.828285753,26.8836612,76.11595628,4.556530055,5.79994153,27.04756164,76.26791781,4.720575342,5.772502466,26.89512329,76.21920548,4.567260274,5.814990959,26.83115068,76.17386301,4.280684932,5.836099726,26.67945355,76.9913388,4.568005464,5.705463661
2018,COM,26.85419178,76.6,4.465178082,5.824560548,27.05605479,76.80843836,4.289917808,5.828285753,26.8836612,76.11595628,4.556530055,5.79994153,27.04756164,76.26791781,4.720575342,5.772502466,26.89512329,76.21920548,4.567260274,5.814990959,26.83115068,76.17386301,4.280684932,5.836099726
2019,COM,27.23608219,77.95005479,4.536684932,5.747203288,26.85419178,76.6,4.465178082,5.824560548,27.05605479,76.80843836,4.289917808,5.828285753,26.8836612,76.11595628,4.556530055,5.79994153,27.04756164,76.26791781,4.720575342,5.772502466,26.89512329,76.21920548,4.567260274,5.814990959
2020,COM,27.05885246,77.53868852,4.573961749,5.75593388,27.23608219,77.95005479,4.536684932,5.747203288,26.85419178,76.6,4.465178082,5.824560548,27.05605479,76.80843836,4.289917808,5.828285753,26.8836612,76.11595628,4.556530055,5.79994153,27.04756164,76.26791781,4.720575342,5.772502466
2021,COM,26.84353425,76.39641096,4.547452055,5.874640274,27.05885246,77.53868852,4.573961749,5.75593388,27.23608219,77.95005479,4.536684932,5.747203288,26.85419178,76.6,4.465178082,5.824560548,27.05605479,76.80843836,4.289917808,5.828285753,26.8836612,76.11595628,4.556530055,5.79994153
2022,COM,26.61441096,76.57739726,4.328821918,5.80008411,26.84353425,76.39641096,4.547452055,5.874640274,27.05885246,77.53868852,4.573961749,5.75593388,27.23608219,77.95005479,4.536684932,5.747203288,26.85419178,76.6,4.465178082,5.824560548,27.05605479,76.80843836,4.289917808,5.828285753
2023,COM,27.30427397,76.68073973,4.198849315,5.905092877,26.61441096,76.57739726,4.328821918,5.80008411,26.84353425,76.39641096,4.547452055,5.874640274,27.05885246,77.53868852,4.573961749,5.75593388,27.23608219,77.95005479,4.536684932,5.747203288,26.85419178,76.6,4.465178082,5.824560548
2024,COM,27.57715847,76.94508197,4.516147541,5.598333333,27.30427397,76.68073973,4.198849315,5.905092877,26.61441096,76.57739726,4.328821918,5.80008411,26.84353425,76.39641096,4.547452055,5.874640274,27.05885246,77.53868852,4.573961749,5.75593388,27.23608219,77.95005479,4.536684932,5.747203288
1995,CPV,24.40621918,78.64263014,5.822794521,5.864624384,23.60534247,78.88079452,6.064547945,5.843053699,23.63227397,79.61972603,6.329479452,5.698507945,23.85363388,78.52502732,6.053907104,5.585861475,23.7220274,79.32717808,5.967780822,5.681986027,24.30112329,78.70432877,6.164876712,5.800859726
1996,CPV,24.40822404,79.26986339,6.040601093,5.82539918,24.40621918,78.64263014,5.822794521,5.864624384,23.60534247,78.88079452,6.064547945,5.843053699,23.63227397,79.61972603,6.329479452,5.698507945,23.85363388,78.52502732,6.053907104,5.585861475,23.7220274,79.32717808,5.967780822,5.681986027
1997,CPV,24.38961644,78.956,5.865452055,5.8644,24.40822404,79.26986339,6.040601093,5.82539918,24.40621918,78.64263014,5.822794521,5.864624384,23.60534247,78.88079452,6.064547945,5.843053699,23.63227397,79.61972603,6.329479452,5.698507945,23.85363388,78.52502732,6.053907104,5.585861475
1998,CPV,24.59556164,80.18293151,5.733068493,5.720987397,24.38961644,78.956,5.865452055,5.8644,24.40822404,79.26986339,6.040601093,5.82539918,24.40621918,78.64263014,5.822794521,5.864624384,23.60534247,78.88079452,6.064547945,5.843053699,23.63227397,79.61972603,6.329479452,5.698507945
1999,CPV,23.77931507,79.93410959,6.100684932,5.763354795,24.59556164,80.18293151,5.733068493,5.720987397,24.38961644,78.956,5.865452055,5.8644,24.40822404,79.26986339,6.040601093,5.82539918,24.40621918,78.64263014,5.822794521,5.864624384,23.60534247,78.88079452,6.064547945,5.843053699
2000,CPV,24.0186612,80.12229508,6.24579235,5.831040437,23.77931507,79.93410959,6.100684932,5.763354795,24.59556164,80.18293151,5.733068493,5.720987397,24.38961644,78.956,5.865452055,5.8644,24.40822404,79.26986339,6.040601093,5.82539918,24.40621918,78.64263014,5.822794521,5.864624384
2001,CPV,24.4100274,79.92268493,5.82569863,5.883653151,24.0186612,80.12229508,6.24579235,5.831040437,23.77931507,79.93410959,6.100684932,5.763354795,24.59556164,80.18293151,5.733068493,5.720987397,24.38961644,78.956,5.865452055,5.8644,24.40822404,79.26986339,6.040601093,5.82539918
